File,Cosine Similarity,SSIM,PSNR
1.png,0.9167265892028809,0.8013331668952776,4.094473729017246
2.png,0.8870594501495361,0.8719600692174151,3.9994478481852616
3.png,0.9015082120895386,0.6870916812156016,3.8699370835011626
4.png,0.8634884357452393,0.4765654489963238,5.653826500636602
